rid,PrimaryKey,DBKey,ProjectKey,DateVisited,EcologicalSiteId,PercentCoveredByEcoSite,Latitude_NAD83,Longitude_NAD83,LocationStatus,LocationType,Latitude_NAD83_Actual,Longitude_NAD83_Actual,BareSoilCover,TotalFoliarCover,AH_AnnGrassCover,AH_ForbCover,AH_GrassCover,AH_PerenForbCover,AH_PerenForbGrassCover,AH_PerenGrassCover,AH_ShrubCover,FH_CyanobacteriaCover,FH_DepSoilCover,FH_DuffCover,FH_EmbLitterCover,FH_HerbLitterCover,FH_LichenCover,FH_MossCover,FH_RockCover,FH_TotalLitterCover,FH_VagrLichenCover,FH_WaterCover,FH_WoodyLitterCover,GapCover_101_200,GapCover_200_plus,GapCover_25_50,GapCover_25_plus,GapCover_51_100,Hgt_Forb_Avg,Hgt_Grass_Avg,Hgt_Herbaceous_Avg,Hgt_PerenForb_Avg,Hgt_PerenForbGrass_Avg,Hgt_PerenGrass_Avg,Hgt_Woody_Avg,RH_AnnualProd,RH_BareGround,RH_BioticIntegrity,RH_CommentsBI,RH_CommentsHF,RH_CommentsSS,RH_Compaction,RH_DeadDyingPlantParts,RH_FuncSructGroup,RH_Gullies,RH_HydrologicFunction,RH_InvasivePlants,RH_LitterAmount,RH_LitterMovement,RH_PedestalsTerracettes,RH_PlantCommunityComp,RH_ReprodCapabilityPeren,RH_Rills,RH_SoilSiteStability,RH_SoilSurfLossDeg,RH_SoilSurfResisErosion,RH_WaterFlowPatterns,RH_WindScouredAreas,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,DateLoadedInDb,mlra_name,mlrarsym,na_l1name,na_l2name,us_l3name,us_l4name,State,modis_landcover,horizontal_flux_total_MD,vertical_flux_MD,PM2_5_MD,PM10_MD
45029,ID_OwyheeFOLUP2016_Forest-182_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-04T00:00:00.000Z,R025XY045ID,NA,42.96283499,-116.8190814,NA,NA,NA,NA,0,95.33333333,0,0,0.66666667,0,0.66666667,0.66666667,0,0,0,0,0,4,0,0,0.66666667,4,0,0,0,9.52,0,0,11.6,2.08,4.75,8.83333333,7.2,5.33333333,7.66666667,8.83333333,1773.035714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55555556,3.70588235,1,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,NA,NA,NA,NA
45030,ID_OwyheeFOLUP2016_Forest-193_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-05T00:00:00.000Z,R025XY045ID,NA,42.98195099,-116.7606565,NA,NA,NA,NA,0,93.33333333,0,0.66666667,0,0,0,0,0,0,0,0,0,6.66666667,0,0,0,6.66666667,0,0,0,6.24,6,1,13.24,0,5,11,8,5,8,11,1462.586207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44444444,5.41176471,6,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,NA,NA,NA,NA
45032,ID_OwyheeFOMHAFFlintCreek2020_FlintCr-040_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-03T00:00:00.000Z,R025XY024ID,NA,42.93547858,-116.8141059,NA,NA,NA,NA,31.33333333,24,0,2,11.33333333,2,13.33333333,11.33333333,4.66666667,0,0,0,0,5.33333333,0,0,39.33333333,5.33333333,0,0,0,NA,NA,NA,NA,NA,19.8,18.4375,23,19.8,18.62162162,18.4375,280.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,NA,NA,NA,NA
45033,ID_OwyheeFOLUP2016_BigCM-074_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-04T00:00:00.000Z,X000XUnknown,NA,42.93801134,-116.8161316,NA,NA,NA,NA,21.33333333,37.33333333,0,2,7.33333333,1.33333333,8,7.33333333,4,0,0,0,0,8.66666667,0,0,32.66666667,8.66666667,0,0,0,11.76,48.46666667,1.92,64.48,2.33333333,23.42857143,13.26315789,20.08333333,25.16666667,17.08695652,14.23529412,438.8571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44444444,3.28571429,1.90909091,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,NA,NA,NA,NA
45034,ID_OwyheeFOMHAFFlintCreek2020_FlintCr-047_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-04T00:00:00.000Z,R025XY022ID,NA,42.94220031,-116.8385103,NA,NA,NA,NA,38.66666667,32.66666667,0,0.66666667,11.33333333,0.66666667,12,11.33333333,6,0,0,0,0,28,0,0,0,28.66666667,0,0,0.66666667,NA,NA,NA,NA,NA,15.83333333,15.64516129,17.34615385,18.4,16.02777778,15.64516129,283.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45035,ID_OwyheeFOMHAFFlintCreek2020_FlintCr-056_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-05T00:00:00.000Z,R025XY010ID,NA,42.98208082,-116.7707664,NA,NA,NA,NA,16,63.33333333,0,18.66666667,8,2.66666667,10.66666667,8,2.66666667,0,0,0,0,13.33333333,0,0,6.66666667,14,0,0,0.66666667,NA,NA,NA,NA,NA,22.42307692,26.40909091,30.81481481,8,23.61904762,25.26315789,466.3684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,NA,NA,NA,NA
45036,ID_OwyheeFOLUP2016_LowCM-250_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-09T00:00:00.000Z,X000XUnknown,NA,42.82771852,-116.8075582,NA,NA,NA,NA,21.33333333,23.33333333,0,2.66666667,13.33333333,0.66666667,14,13.33333333,10,1.33333333,0,0,0,33.33333333,0,0,19.33333333,34.66666667,0,0,1.33333333,16.02666667,15.12,14.41333333,67.14666667,21.58666667,11.88888889,11.92105263,14,5.66666667,11.55,12.02702703,28.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05555556,4.90909091,2.71428571,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45037,ID_OwyheeFOMHAFFlintCreek2020_FlintCr-050_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-06T00:00:00.000Z,R025XY011ID,NA,42.90019118,-116.7758078,NA,NA,NA,NA,6.66666667,46,0,6.66666667,15.33333333,4.66666667,20,15.33333333,6,0,0,0,0,24.66666667,0,0,22,25.33333333,0,0,0.66666667,NA,NA,NA,NA,NA,17.89473684,17.53571429,20.24137931,17.4,17.62162162,17.7037037,385.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45038,ID_Owyhee_ModHAF_2021_StrodesBasin_4_Pt01_ARAR_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-04T00:00:00.000Z,R025XY043ID,NA,43.44947334,-117.0140732,NA,NA,NA,NA,21.33333333,23.33333333,0.66666667,2.66666667,14,0.66666667,13.33333333,13.33333333,8,0,0,0,0,46.66666667,0,0,8,47.33333333,0,0,0.66666667,NA,NA,NA,NA,NA,16.29166667,19.88571429,23.73333333,12,20.3125,21.5,33.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45039,ID_Owyhee_ModHAF_2021_JuniperSpring_01_Pt1109_ARAR_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-06T00:00:00.000Z,R025XY048ID,NA,43.3532861,-117.007991,NA,NA,NA,NA,14.66666667,36.66666667,32,1.33333333,34.66666667,1.33333333,4,2.66666667,0.66666667,0,0,0,0,46,0,0,2.66666667,46,0,0,0,NA,NA,NA,NA,NA,27.08333333,16.675,22.33333333,28.2,21.72727273,16.33333333,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45040,ID_BOSH_2021_20214TroutCreekNorth-30_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-08T00:00:00.000Z,R025XY010ID,NA,43.06662774,-116.9755571,NA,NA,NA,NA,11.33333333,43.33333333,0,16,28,16,42.66666667,28,0.66666667,0,0,0,0,36.66666667,0,0,8,37.33333333,0,0,0.66666667,NA,NA,NA,NA,NA,32.57894737,27.5,35.13333333,32.57894737,29.17241379,27.51282051,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45041,ID_OwyheeFOLUP2016_BasinCM-030_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-08T00:00:00.000Z,R025XY024ID,NA,43.15171793,-117.0080441,NA,NA,NA,NA,12.66666667,42.66666667,0.66666667,2,23.33333333,2,24.66666667,22.66666667,18,0,0,0,0,34.66666667,0,2.66666667,7.33333333,34.66666667,0,0,0,14.76,23.6,12.04,71.18666667,20.78666667,21.125,25.26190476,31.93103448,22.91666667,24.59615385,25.1,49.52631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3.28571429,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45048,ID_ShoshoneFOLUP2017_LWD-246_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-07T00:00:00.000Z,R010AY038ID,NA,43.09963564,-114.7983772,NA,NA,NA,NA,0.66666667,48.66666667,6,16,22,13.33333333,27.33333333,16,16.66666667,0,0,0,0,18,0,0,32,18.66666667,0,0,0.66666667,16.76,15.16,10.58666667,60.6,18.09333333,31.29411765,35.17241379,37.68,34.83333333,37.37142857,38.69565217,43.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333,3.58333333,2.83333333,2022-11-28T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Mountain Home Uplands,ID,Grasslands,NA,NA,NA,NA
45051,ID_ShoshoneFOLUP2017_BCM-060_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-09T00:00:00.000Z,R011AY014ID,NA,43.12111701,-113.5195808,NA,NA,NA,NA,8.66666667,31.33333333,3.33333333,8,22.66666667,6,25.33333333,20,1.33333333,0,0,0,0,48,0,0,8.66666667,51.33333333,0,0,3.33333333,19.01333333,14.52,18.33333333,78.66666667,26.8,28.52380952,16.72222222,27.76666667,35.07692308,23.825,18.40740741,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11111111,6,3.38461538,2022-11-28T00:00:00.000Z,Central Rocky and Blue Mountain Foothills,10,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Eastern Snake River Basalt Plains,ID,Grasslands,NA,NA,NA,NA
45052,ID_OwyheeFOMHAFFlintCreek2020_FlintCr-055_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-07T00:00:00.000Z,R025XY011ID,NA,42.98470298,-116.9163669,NA,NA,NA,NA,10.66666667,53.33333333,0,0.66666667,31.33333333,0.66666667,32,31.33333333,26.66666667,0.66666667,0,0,0,18.66666667,0,0,13.33333333,22,0,0,3.33333333,NA,NA,NA,NA,NA,19.33333333,19.02272727,21.46666667,19.33333333,19.04255319,19.02272727,110.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45053,ID_OwyheeFOLUP2016_Forest-199_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-08T00:00:00.000Z,R025XY045ID,NA,43.05720859,-116.7276906,NA,NA,NA,NA,0,83.33333333,0,0,0,0,0,0,0,0,0,0,0,12.66666667,0,0,0,16.66666667,0,0,4,2.24,14.90666667,1.16,21.57333333,3.26666667,NA,NA,NA,NA,NA,NA,1582.692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38888889,5.3125,6,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Partly Forested Mountains,ID,Grasslands,NA,NA,NA,NA
45056,ID_Bruneau_ModHAF_2021_Tindall-01_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-16T00:00:00.000Z,R011XY001ID,NA,42.38431582,-115.8522508,NA,NA,NA,NA,26,42,0,0,24.66666667,0,24.66666667,24.66666667,31.33333333,6,0,0,0,7.33333333,2,4,10,10,0,0,2.66666667,NA,NA,NA,NA,NA,NA,15.84615385,16.33333333,NA,15.84615385,15.84615385,36.19230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
45057,ID_Bruneau_ModHAF_2021_Tindall-06_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-17T00:00:00.000Z,R011XY001ID,NA,42.33308806,-115.8613111,NA,NA,NA,NA,38,30,0,0,10.66666667,0,10.66666667,10.66666667,23.33333333,0,0,0,0,10.66666667,0,1.33333333,15.33333333,15.33333333,0,0,4.66666667,NA,NA,NA,NA,NA,4.33333333,11.82142857,11.54545455,4.33333333,11.09677419,11.82142857,43.52631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
45058,ID_Bruneau_ModHAF_2021_SheepCr-26_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-17T00:00:00.000Z,R011XY001ID,NA,42.34825827,-115.7153422,NA,NA,NA,NA,16,40.66666667,4,0,24.66666667,0,22,22,28,8.66666667,0,0,0,15.33333333,0,3.33333333,13.33333333,18,0,0,2.66666667,NA,NA,NA,NA,NA,4.66666667,14.90625,15.30769231,4.66666667,13.5,14.56,29.88235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
45059,ID_BruneauFOLUP2016_LowWD-389_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-18T00:00:00.000Z,R025XY048ID,NA,42.82514636,-116.3301765,NA,NA,NA,NA,15.33333333,35.33333333,0,2,14.66666667,2,16,14.66666667,20,0.66666667,0,0,0,19.33333333,0,2,23.33333333,23.33333333,0,0,4,38.06666667,13.74666667,4.04,72,16.14666667,3.125,12.25714286,12.4137931,3.125,10.55813953,12.25714286,36.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.66666667,2.16666667,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Owyhee Uplands and Canyons,ID,Grasslands,NA,NA,NA,NA
45060,ID_BruneauFOLUP2016_LowCM-067_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-19T00:00:00.000Z,R025XY010ID,NA,42.69116037,-116.2170828,NA,NA,NA,NA,14.66666667,54,0,0,48,0,48,48,14.66666667,0,0,0,0,26.66666667,0,0,2.66666667,28.66666667,0,0,2,13.18666667,3,20.70666667,63.57333333,26.68,6,16.13207547,21.68965517,6,15.94444444,16.13207547,25.0952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.66666667,2.33333333,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
45061,ID_BruneauFOLUP2016_BasinCM-270_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-19T00:00:00.000Z,R025XY014ID,NA,42.57633301,-116.1553603,NA,NA,NA,NA,12.66666667,30,0,0,29.33333333,0,29.33333333,29.33333333,0.66666667,0,0,0,0,40,0,0,16.66666667,40.66666667,0,0,0.66666667,28.93333333,29.4,6.34666667,83.8,19.12,5.66666667,27.15789474,32.5862069,1.2,24.30952381,27.43243243,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27777778,1.25,1.3,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Dissected High Lava Plateau,ID,Grasslands,NA,NA,NA,NA
45062,ID_FourRiversFOLUP2019_PLN-177_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-18T00:00:00.000Z,R011XY001ID,NA,44.08874146,-116.6578653,NA,NA,NA,NA,0.66666667,68.66666667,37.33333333,37.33333333,38.66666667,2.66666667,4,1.33333333,0,0,0,0,0,30.66666667,0,0,0,30.66666667,0,0,0,1.54666667,0,5.92,11.65333333,4.18666667,38.23529412,29.38461538,39.2,31,31.55555556,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666667,NA,4.16666667,2022-11-28T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Unwooded Alkaline Foothills,ID,Grasslands,NA,NA,NA,NA
45063,ID_FourRiversFOLUP2019_PLN-193_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-18T00:00:00.000Z,NA,NA,44.08975204,-116.6307718,NA,NA,NA,NA,3.33333333,70,28,42,32,10.66666667,14.66666667,4,2.66666667,0,0,0,0,26,0,0,0,26.66666667,0,0,0.66666667,16.10666667,30.37333333,5.68,64.72,12.56,42,23.64705882,44.13793103,26.92307692,26.25,23.33333333,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33333333,5.33333333,3.83333333,2022-11-28T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Unwooded Alkaline Foothills,ID,Grasslands,NA,NA,NA,NA
45064,ID_OwyheeFOLUP2016_BigCM-090_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-19T00:00:00.000Z,R025XY022ID,NA,43.07102188,-116.7573975,NA,NA,NA,NA,2.66666667,84,3.33333333,18,47.33333333,17.33333333,54,46,46.66666667,0,0,0,0,11.33333333,0,0,0.66666667,12.66666667,0,0,1.33333333,0,0,6.90666667,8.64,1.73333333,20.75,36.03846154,35.1,21.54545455,28.89130435,35.625,63.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27777778,3.38461538,3,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Uplands,ID,Grasslands,NA,NA,NA,NA
45065,ID_OwyheeFOLUP2016_Forest-200_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-22T00:00:00.000Z,R025XY022ID,NA,43.01176047,-116.7346313,NA,NA,NA,NA,11.33333333,31.33333333,0,7.33333333,20.66666667,7.33333333,24,20.66666667,0,0,0,0,0,14.66666667,0.66666667,0,40.66666667,16,0,0,1.33333333,21.76,6.10666667,13.01333333,66.42666667,25.54666667,12.66666667,12.38461538,14.92307692,13.33333333,12.77272727,12.38461538,122.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83333333,2,3,2022-11-28T00:00:00.000Z,Owyhee High Plateau,25,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Partly Forested Mountains,ID,Grasslands,NA,NA,NA,NA
45072,ID_PocatelloFOLUP2017_OTH-216_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-18T00:00:00.000Z,R013XY003ID,NA,42.66725438,-112.8210435,NA,NA,NA,NA,2,86,8,6,41.33333333,5.33333333,38.66666667,36,6,0,0,0,0,12,0,0,0,12,0,0,0,0,0,4.08,9.48,5.4,54,42.13793103,51.71428571,51.78571429,48.24324324,46.08695652,263.8333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333,3.88235294,3,2022-11-28T00:00:00.000Z,Eastern Idaho Plateaus,13,NORTH AMERICAN DESERTS,COLD DESERTS,Northern Basin and Range,Semiarid Hills and Low Mountains,ID,Grasslands,NA,NA,NA,NA
45074,ID_FourRiversModHAF_2021_LowerBennettCreek_01045_1_1-Selected1_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-18T00:00:00.000Z,NA,NA,43.1353895,-115.4390408,NA,NA,NA,NA,35.33333333,38,9.33333333,0,24,0,14.66666667,14.66666667,20.66666667,0,0,0,0,20.66666667,0,0,4.66666667,22,0,0,1.33333333,NA,NA,NA,NA,NA,7.33333333,9.44736842,11.82758621,8.85714286,8.16129032,7.95833333,50.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Mountain Home Uplands,ID,Grasslands,NA,NA,NA,NA
45075,ID_FourRiversModHAF_2021_NorthColdSprings_01128_1_2-Selected1_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-18T00:00:00.000Z,NA,NA,43.11602746,-115.4269198,NA,NA,NA,NA,34.66666667,47.33333333,5.33333333,0.66666667,30,0,24.66666667,24.66666667,35.33333333,0,0,0,0.66666667,16,0,0,0,18,0,0,1.33333333,NA,NA,NA,NA,NA,10,17.48780488,21.35714286,2,19.1875,19.74193548,73.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Mountain Home Uplands,ID,Grasslands,NA,NA,NA,NA
45077,ID_FourRiversModHAF_2021_LowerBennettCreek_01045_1_2-Selected2_V12021-09-01,ID2021RawDownloadCleaned.gdb,BLM_AIM,2021-08-18T00:00:00.000Z,NA,NA,43.13265046,-115.4385082,NA,NA,NA,NA,12,57.33333333,35.33333333,8,46.66666667,0,11.33333333,11.33333333,12.66666667,0,0,0,0,28,0,0,1.33333333,29.33333333,0,0,1.33333333,NA,NA,NA,NA,NA,9.7,13.52,15.36666667,5.75,13.52941176,15.92307692,67.44444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-28T00:00:00.000Z,Snake River Plains,11,NORTH AMERICAN DESERTS,COLD DESERTS,Snake River Plain,Mountain Home Uplands,ID,Grasslands,NA,NA,NA,NA
