"rid","PrimaryKey","DBKey","ProjectKey","DateVisited","EcologicalSiteId","PercentCoveredByEcoSite","Latitude_NAD83","Longitude_NAD83","LocationStatus","LocationType","Latitude_NAD83_Actual","Longitude_NAD83_Actual","BareSoilCover","TotalFoliarCover","AH_AnnGrassCover","AH_ForbCover","AH_GrassCover","AH_PerenForbCover","AH_PerenForbGrassCover","AH_PerenGrassCover","AH_ShrubCover","FH_CyanobacteriaCover","FH_DepSoilCover","FH_DuffCover","FH_EmbLitterCover","FH_HerbLitterCover","FH_LichenCover","FH_MossCover","FH_RockCover","FH_TotalLitterCover","FH_VagrLichenCover","FH_WaterCover","FH_WoodyLitterCover","GapCover_101_200","GapCover_200_plus","GapCover_25_50","GapCover_25_plus","GapCover_51_100","Hgt_Forb_Avg","Hgt_Grass_Avg","Hgt_Herbaceous_Avg","Hgt_PerenForb_Avg","Hgt_PerenForbGrass_Avg","Hgt_PerenGrass_Avg","Hgt_Woody_Avg","RH_AnnualProd","RH_BareGround","RH_BioticIntegrity","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","RH_Compaction","RH_DeadDyingPlantParts","RH_FuncSructGroup","RH_Gullies","RH_HydrologicFunction","RH_InvasivePlants","RH_LitterAmount","RH_LitterMovement","RH_PedestalsTerracettes","RH_PlantCommunityComp","RH_ReprodCapabilityPeren","RH_Rills","RH_SoilSiteStability","RH_SoilSurfLossDeg","RH_SoilSurfResisErosion","RH_WaterFlowPatterns","RH_WindScouredAreas","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","DateLoadedInDb","mlra_name","mlrarsym","na_l1name","na_l2name","us_l3name","us_l4name","State","modis_landcover","horizontal_flux_total_MD","vertical_flux_MD","PM2_5_MD","PM10_MD","corrected_ecosite_id","corrected_mlra"
113361,"20173553200508B2","2017","BLM_AIM",2017-05-02,"042XB010NM",NA,33.878425,-106.927581,NA,NA,NA,NA,22.77227723,21.78217822,0,11.88118812,4.95049505,1.98019802,6.93069307,4.95049505,8.91089109,NA,NA,0,NA,10.89108911,0,0,44.55445545,10.89108911,NA,0,0,17.8,29.56666667,4.26666667,67.2,15.56666667,10.90705882,32.59666667,16.56521739,11.684,23.09090909,32.59666667,76.2,"EX","MO","ME",NA,NA,NA,"NS","SM","EX","MO","MO","MO","ME","MO","SM","MO","ME","NS","SM","MO","MO","SM","NS",1.55555556,NA,1.55555556,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Grasslands",3.41162654898182,3.10235601223663e-05,9.27626609023299e-06,2.17347739153499e-05,"042XB010NM",NA
113362,"20173553200508B3","2017","BLM_AIM",2017-05-02,"042XB010NM",NA,33.880653,-106.925219,NA,NA,NA,NA,1.98019802,22.77227723,0,0.99009901,19.8019802,0.99009901,20.79207921,19.8019802,2.97029703,NA,NA,0,NA,12.87128713,0,0,62.37623762,12.87128713,NA,0,0,25.86666667,25.76666667,4.6,68.33333333,12.1,17.78,14.15142857,14.31636364,17.78,14.31636364,14.15142857,27.94,"ME","NS","MO",NA,NA,NA,"NS","MO","MO","MO","MO","SM","ME","MO","SM","MO","MO","NS","SM","SM","MO","SM","NS",1,NA,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Grasslands",1.67472903905139,6.06313390840456e-05,1.81292446090546e-05,4.24779611070676e-05,"042XB010NM",NA
113367,"20173553202010B2","2017","BLM_AIM",2017-05-11,"042XB021NM",NA,34.162055,-106.630219,NA,NA,NA,NA,2.97029703,51.48514851,0,0,20.79207921,0,20.79207921,20.79207921,1.98019802,NA,NA,0,NA,13.86138614,0,0,24.75247525,20.79207921,NA,0,6.93069307,11.6,2.36666667,8.1,41.06666667,19,NA,25.52095238,25.52095238,NA,25.52095238,25.52095238,118.65428571,"MO","NS","SM",NA,NA,NA,"NS","SM","SM","NS","NS","MO","SM","NS","NS","NS","SM","NS","NS","NS","SM","NS","NS",2.11111111,NA,2.11111111,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"GREAT PLAINS","SOUTH CENTRAL SEMI-ARID PRAIRIES","Southwestern Tablelands","Pinyon-Juniper Woodlands and Savannas","NM","Grasslands",0.00289174678050424,0,0,0,"042XB021NM",NA
113370,"20173523201208B1","2017","BLM_AIM",2017-05-24,"042XD007NM",NA,32.1531683,-108.6894167,NA,NA,NA,NA,33.66336634,16.83168317,0,0,0,0,0,0,11.88118812,NA,NA,0,NA,7.92079208,0,0,40.59405941,8.91089109,NA,0,0.99009901,7.33333333,59.73333333,0.86666667,71.13333333,3.2,NA,NA,NA,NA,NA,NA,69.27272727,"ME","ME","MO",NA,NA,NA,"NS","ME","ME","EX","MO","MO","EX","MO","ME","SM","EX","SM","MO","NS","SM","NS","NS",1.88888889,3,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Closed Shrublands",2.89844428343475,2.72087989466878e-05,8.43236690395254e-06,1.9134859279521e-05,"042XD007NM",NA
113371,"20173523201208B2","2017","BLM_AIM",2017-05-24,"042XC001NM",NA,32.1570083,-108.6873283,NA,NA,NA,NA,22.77227723,9.9009901,0,0,4.95049505,0,4.95049505,4.95049505,1.98019802,NA,NA,0,NA,8.91089109,0,0,58.41584158,8.91089109,NA,0,0,27.7,31.66666667,1.46666667,70.8,9.96666667,NA,6.01578947,6.01578947,NA,6.01578947,6.01578947,56.515,"ME","SM","MO",NA,NA,NA,"NS","SM","SM","ME","MO","MO","ME","MO","MO","SM","MO","NS","SM","NS","NS","MO","NS",1,NA,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Closed Shrublands",28.2593525149569,0.00207949470369609,0.00064449621780202,0.00146245701928437,"042XC001NM",NA
113372,"20173551201606B1","2017","BLM_AIM",2017-05-18,"038XB101NM",NA,32.969768,-107.083578,NA,NA,NA,NA,25.74257426,25.74257426,0,1.98019802,21.78217822,1.98019802,22.77227723,21.78217822,0.99009901,NA,NA,0,NA,3.96039604,0,0,42.57425743,5.94059406,NA,0,1.98019802,16.33333333,24.63333333,6.8,71,23.23333333,19.05,27.47818182,26.77583333,19.05,26.77583333,27.47818182,48.26,"ME","ME","ME",NA,NA,NA,"NS","MO","ME","NS","MO","SM","ME","MO","SM","MO","MO","SM","MO","MO","ME","MO","SM",1.66666667,NA,1.66666667,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",3.77817386481499,2.02954877260202e-05,0,6.86267885656588e-06,"038XB101NM",NA
113373,"20173551201606B2","2017","BLM_AIM",2017-05-18,"038XB107NM",NA,32.971895,-107.078285,NA,NA,NA,NA,54.45544554,20.79207921,0,0.99009901,12.87128713,0,12.87128713,12.87128713,2.97029703,NA,NA,0,NA,5.94059406,0,0,18.81188119,5.94059406,NA,0,0,15.2,57.03333333,0.5,78.23333333,5.5,6.77333333,39.37,32.85066667,7.62,36.92769231,39.37,59.944,"ME","ME","ME",NA,NA,NA,"NS","ME","ME","EX","ME","MO","ME","ME","MO","EX","ME","MO","ME","EX","EX","ME","SM",1,NA,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",23.7081536716429,0.00029840985979641,3.83918596380518e-06,0.00010090135079224,"038XB107NM",NA
113374,"20173551200520B2","2017","BLM_AIM",2017-05-17,"042XB010NM",NA,33.429097,-106.759086,NA,NA,NA,NA,40.59405941,15.84158416,0,3.96039604,5.94059406,0.99009901,6.93069307,5.94059406,0,NA,NA,0,NA,10.89108911,0,0,31.68316832,11.88118812,NA,0,0.99009901,18.36666667,48.13333333,2.36666667,83.73333333,14.86666667,6.77333333,9.97857143,9.017,22.86,10.83733333,9.97857143,23.58571429,"ME","MO","ME",NA,NA,NA,"NS","MO","ME","NS","MO","SM","ME","SM","SM","MO","MO","NS","SM","MO","MO","SM","NS",2.11111111,NA,2.11111111,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",91.462703806279,0.0036187068399001,4.6392205181701e-05,0.00122363702340965,"042XB010NM",NA
113375,"20173551200520B3","2017","BLM_AIM",2017-05-17,"042XB010NM",NA,33.43185,-106.763952,NA,NA,NA,NA,33.66336634,21.78217822,0,6.93069307,13.86138614,3.96039604,17.82178218,13.86138614,0.99009901,NA,NA,0,NA,9.9009901,0,0,29.7029703,14.85148515,NA,0,4.95049505,27.96666667,30.13333333,5.93333333,69.46666667,5.43333333,18.62666667,24.50352941,23.622,27.94,24.69444444,24.50352941,27.94,"ME","MO","MO",NA,NA,NA,"NS","MO","ME","SM","SM","SM","MO","SM","MO","MO","MO","NS","SM","SM","MO","SM","NS",1.11111111,NA,1.11111111,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",17.9792416373522,0.00027663974006893,3.55875574894719e-06,9.35398781771362e-05,"042XB010NM",NA
113384,"20173535201107B1","2017","BLM_AIM",2017-07-26,"042XA052NM",NA,32.2552817,-105.0441683,NA,NA,NA,NA,54.45544554,22.77227723,0,0,20.79207921,0,20.79207921,20.79207921,2.97029703,NA,NA,0,NA,7.92079208,8.91089109,0,1.98019802,11.88118812,NA,0,3.96039604,10.16666667,47.23333333,0.96666667,66.23333333,7.86666667,NA,29.12533333,29.12533333,NA,29.12533333,29.12533333,52.07,"ME","ME","MO",NA,NA,NA,"NS","SM","MO","NS","MO","SM","ME","MO","SM","SM","ME","NS","SM","SM","MO","SM","SM",3.66666667,6,3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",41.3848863555653,0.00129589856539444,0.00040171627702938,0.00091144896808313,"042XA052NM",NA
113385,"20173535201107B2","2017","BLM_AIM",2017-07-26,"042XB035NM",NA,32.2577,-105.042595,NA,NA,NA,NA,34.65346535,17.82178218,0,0,16.83168317,0,16.83168317,16.83168317,0.99009901,NA,NA,0,NA,1.98019802,19.8019802,0,24.75247525,2.97029703,NA,0,0.99009901,17.96666667,39.43333333,0.5,60.9,3,NA,24.41222222,24.41222222,NA,24.41222222,24.41222222,35.56,"ME","ME","MO",NA,NA,NA,"NS","SM","MO","NS","SM","SM","ME","MO","SM","SM","ME","NS","SM","SM","SM","NS","SM",3.33333333,6,3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",50.220115027866,0.00366694871847151,0.00113663124012663,0.00257900434740733,"042XB035NM",NA
113388,"20183535201105B2","2018","BLM_AIM",2018-05-04,"042XB006NM",NA,32.0166667,-105.01822,NA,NA,NA,NA,76.23762376,7.92079208,0,0,7.92079208,0,7.92079208,7.92079208,0,NA,NA,0,NA,5.94059406,7.92079208,0,0,7.92079208,NA,0,0,9.73333333,73.73333333,0.46666667,87.06666667,3.13333333,NA,24.47636364,24.47636364,NA,24.47636364,24.47636364,NA,"EX","EX","EX",NA,NA,NA,"MO","EX","EX","NS","MO","NS","EX","EX","ME","MO","EX","SM","ME","MO","ME","SM","ME",5.22222222,NA,5.22222222,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM",NA,161.202546509282,0.0120420137288028,0.00373250799825322,0.00846916814355348,"042XB006NM",NA
113390,"20183535201105B1","2018","BLM_AIM",2018-05-04,"042XB006NM",NA,32.0133167,-105.0203733,NA,NA,NA,NA,59.40594059,2.97029703,0,0,1.98019802,0,1.98019802,1.98019802,0,NA,NA,0,NA,0.99009901,36.63366337,0,0,0.99009901,NA,0,0,5.26666667,88.96666667,0.53333333,95.36666667,0.6,NA,33.02,33.02,NA,33.02,33.02,18.415,"EX","EX","EX",NA,NA,NA,"MO","EX","EX","NS","MO","NS","EX","ME","ME","MO","EX","SM","MO","MO","MO","SM","MO",6,NA,6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM",NA,180.706536331519,0.0147127350800084,0.00456042431077108,0.0103475942579017,"042XB006NM",NA
113393,"20183513201401B1","2018","BLM_AIM",2018-04-06,"042XB027NM",NA,32.1352233,-107.2050917,NA,NA,NA,NA,25.74257426,16.83168317,0,0,0.99009901,0,0.99009901,0.99009901,5.94059406,NA,NA,0,NA,18.81188119,0,0,38.61386139,18.81188119,NA,0,0,9.43333333,64.66666667,1.53333333,78.83333333,3.2,NA,23.01875,23.01875,NA,23.01875,23.01875,40.9575,"EX","ME","EX",NA,NA,NA,"NS","EX","EX","NS","NS","NS","EX","EX","NS","NS","EX","NS","NS","NS","NS","NS","SM",1.11111111,2,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",14.7935810622478,0.00050392807981217,0.00015619165549868,0.0003544092643253,"042XB027NM",NA
113394,"20183513201401B3","2018","BLM_AIM",2018-04-06,"042XB012NM",NA,32.1400233,-107.2107033,NA,NA,NA,NA,42.57425743,2.97029703,0,0,0,0,0,0,0,NA,NA,0,NA,44.55445545,0,0,9.9009901,44.55445545,NA,0,0,3.3,91,0,95.96666667,1.66666667,NA,NA,NA,NA,NA,NA,34.29,"EX","EX","EX",NA,NA,NA,"NS","EX","ME","SM","MO","NS","EX","EX","SM","MO","EX","SM","ME","MO","ME","MO","EX",1,NA,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Low Mountains and Bajadas","NM","Open Shrublands",57.2976260539646,0.00329716421505435,0.00102202926630531,0.0023189488780734,"042XB012NM",NA
113395,"20183513201418B1","2018","BLM_AIM",2018-04-05,"042XB015NM",NA,31.7966133,-107.0664033,NA,NA,NA,NA,66.33663366,8.91089109,0,0,0,0,0,0,5.94059406,NA,NA,0,NA,1.98019802,0,0,22.77227723,1.98019802,NA,0,0,3.26666667,82.1,0.46666667,87.56666667,1.73333333,NA,NA,NA,NA,NA,NA,49.276,"EX","EX","EX",NA,NA,NA,"SM","EX","EX","NS","MO","EX","EX","EX","MO","MO","EX","NS","MO","MO","MO","SM","MO",1,NA,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",52.6871592343701,0.00104112275337515,0.0003113040347443,0.00072940603897165,"042XB015NM",NA
113401,"20183513201418B3","2018","BLM_AIM",2018-04-05,"042XB019NM",NA,31.8007617,-107.0608317,NA,NA,NA,NA,57.42574257,6.93069307,0,0,0,0,0,0,5.94059406,NA,NA,0,NA,3.96039604,0.99009901,0,28.71287129,5.94059406,NA,0,1.98019802,5.8,82.06666667,0.43333333,89.93333333,1.63333333,NA,NA,NA,NA,NA,NA,59.14571429,"EX","EX","EX",NA,NA,NA,"SM","EX","EX","ME","EX","EX","EX","EX","MO","MO","EX","MO","EX","EX","EX","ME","EX",1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",26.183092865631,0.00032608675655507,9.7502668981702e-05,0.00022845590961656,"042XB019NM",NA
113402,"20183515200404B1","2018","BLM_AIM",2018-04-18,"042XC005NM",NA,32.8366667,-103.9180133,NA,NA,NA,NA,71.28712871,8.91089109,0.99009901,0.99009901,0.99009901,0,0,0,6.93069307,NA,NA,0,NA,18.81188119,0,0,0,19.8019802,NA,0,0.99009901,21.4,49.7,2.76666667,82.56666667,8.7,11.43,10.16,11.00666667,NA,10.16,10.16,27.78125,"EX","ME","ME",NA,NA,NA,"NS","EX","ME","NS","ME","SM","ME","MO","ME","SM","SM","NS","NS","SM","SM","NS","EX",1.22222222,NA,1.22222222,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"GREAT PLAINS","SOUTH CENTRAL SEMI-ARID PRAIRIES","High Plains","Shinnery Sands","NM","Woody Savannas",27.4055035116444,0.00025439268874832,3.27177130912249e-06,8.60167599212056e-05,"042XC005NM",NA
113403,"20183515200404B2","2018","BLM_AIM",2018-04-18,"042XC002NM",NA,32.83776,-103.9225483,NA,NA,NA,NA,73.26732673,10.89108911,0,0.99009901,0,0.99009901,0.99009901,0,9.9009901,NA,NA,0,NA,15.84158416,0,0,0,15.84158416,NA,0,0,10,57.56666667,2.7,79.23333333,8.96666667,13.78857143,NA,13.78857143,21.59,21.59,NA,19.3675,"ME","ME","ME",NA,NA,NA,"NS","ME","ME","NS","ME","SM","MO","ME","ME","SM","SM","SM","ME","ME","MO","SM","ME",1,NA,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"GREAT PLAINS","SOUTH CENTRAL SEMI-ARID PRAIRIES","High Plains","Shinnery Sands","NM","Woody Savannas",67.1488723073764,0.00106607487542978,1.37250937368654e-05,0.00036048085398288,"042XC002NM",NA
113407,"20183515200416B1","2018","BLM_AIM",2018-04-18,"042XC005NM",NA,32.7259133,-103.8886717,NA,NA,NA,NA,57.42574257,27.72277228,0,1.98019802,0.99009901,0.99009901,1.98019802,0.99009901,21.78217822,NA,NA,0,NA,13.86138614,0,0,0,14.85148515,NA,0,0.99009901,14.6,35.4,1.9,59.53333333,7.63333333,9.525,5.08,8.04333333,17.78,9.31333333,5.08,46.62714286,"MO","SM","MO",NA,NA,NA,"NS","MO","MO","NS","SM","NS","SM","SM","MO","NS","NS","NS","SM","SM","SM","NS","SM",1.33333333,2,1.14285714,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"GREAT PLAINS","SOUTH CENTRAL SEMI-ARID PRAIRIES","High Plains","Shinnery Sands","NM","Grasslands",33.6757891532414,2.94476486078642e-05,0,5.12675715660853e-06,"042XC005NM",NA
113408,"20183515200416B2","2018","BLM_AIM",2018-04-18,"042XC005NM",NA,32.7290183,-103.8832783,NA,NA,NA,NA,48.51485149,28.71287129,0,1.98019802,5.94059406,0,5.94059406,5.94059406,19.8019802,NA,NA,0,NA,20.79207921,0,0,0,22.77227723,NA,0,1.98019802,17.33333333,23.96666667,1.7,58.6,15.6,8.89,29.02857143,21.70545455,NA,29.02857143,29.02857143,34.81294118,"MO","MO","MO",NA,NA,NA,"NS","MO","MO","NS","MO","SM","MO","SM","MO","NS","NS","NS","SM","SM","SM","NS","SM",1.33333333,NA,1.33333333,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"GREAT PLAINS","SOUTH CENTRAL SEMI-ARID PRAIRIES","High Plains","Shinnery Sands","NM","Grasslands",25.3970990807999,2.39407934312888e-05,0,4.17646823073382e-06,"042XC005NM",NA
113409,"20183515200912B1","2018","BLM_AIM",2018-04-17,"042XC017NM",NA,32.6484,-104.5485817,NA,NA,NA,NA,19.8019802,68.31683168,0,2.97029703,66.33663366,2.97029703,67.32673267,66.33663366,1.98019802,NA,NA,0,NA,11.88118812,0,0,0,11.88118812,NA,0,0,1.13333333,12.53333333,3.96666667,21.23333333,3.6,NA,31.16384615,31.16384615,NA,31.16384615,31.16384615,77.47,"SM","SM","SM",NA,NA,NA,"NS","SM","SM","NS","SM","MO","SM","SM","MO","SM","SM","SM","SM","SM","SM","SM","MO",5.22222222,5.125,6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",3.02732278582808,2.1669224317049e-05,6.71732677652349e-06,1.5240761316048e-05,"042XC017NM",NA
113410,"20183515200912B2","2018","BLM_AIM",2018-04-17,"070DY153NM",NA,32.6504033,-104.5417517,NA,NA,NA,NA,60.3960396,30.69306931,0,0.99009901,27.72277228,0.99009901,28.71287129,27.72277228,5.94059406,NA,NA,0,NA,4.95049505,2.97029703,0,0.99009901,4.95049505,NA,0,0,28.33333333,8.4,5.63333333,55.86666667,13.5,NA,14.68782609,14.68782609,NA,14.68782609,14.68782609,52.49333333,"MO","SM","MO",NA,NA,NA,"NS","MO","MO","NS","SM","SM","MO","MO","SM","SM","NS","NS","SM","SM","SM","SM","SM",4.11111111,5,4,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Basins and Playas","NM","Open Shrublands",49.3843024995227,0.00243433559162614,0.00075448278370608,0.00171201853068755,"070DY153NM",NA
113412,"20183523201209B1","2018","BLM_AIM",2018-04-19,"042XB019NM",NA,31.539565,-108.4204783,NA,NA,NA,NA,78.21782178,8.91089109,0,0,0.99009901,0,0.99009901,0.99009901,6.93069307,NA,NA,0,NA,6.93069307,1.98019802,0,1.98019802,8.91089109,NA,0,1.98019802,5.83333333,70.73333333,0,76.56666667,0,NA,NA,NA,NA,NA,NA,77.37230769,"EX","EX","EX",NA,NA,NA,"SM","EX","EX","MO","MO","EX","EX","EX","EX","MO","EX","MO","ME","MO","MO","ME","MO",1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"SOUTHERN SEMI-ARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Madrean Archipelago","Apachian Valleys and Low Hills","NM","Open Shrublands",17.8035037482729,0.00030185677532838,9.35541399133116e-05,0.00021228829959343,"042XB019NM",NA
113413,"20183523201209B2","2018","BLM_AIM",2018-04-19,"042XB019NM",NA,31.5420583,-108.4160367,NA,NA,NA,NA,20.79207921,11.88118812,0,0.99009901,0.99009901,0.99009901,0.99009901,0.99009901,8.91089109,NA,NA,0,NA,0.99009901,0,0,66.33663366,0.99009901,NA,0,0,10.26666667,62.73333333,0,76.63333333,3.63333333,NA,6.16857143,6.16857143,NA,6.16857143,6.16857143,48.65076923,"EX","EX","EX",NA,NA,NA,"SM","EX","EX","EX","EX","EX","EX","EX","EX","MO","EX","MO","ME","MO","ME","ME","ME",1,1,1,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"SOUTHERN SEMI-ARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Madrean Archipelago","Apachian Valleys and Low Hills","NM","Open Shrublands",16.6827608902897,0.0008386723874296,0.00025993488558331,0.00058982293712031,"042XB019NM",NA
113414,"20183551200503B2","2018","BLM_AIM",2018-05-21,"042XB037NM",NA,33.4720817,-106.79919,NA,NA,NA,NA,59.40594059,4.95049505,0,0,2.97029703,0,2.97029703,2.97029703,0,NA,NA,0,NA,5.94059406,0,0,29.7029703,5.94059406,NA,0,0,6.53333333,76.76666667,1.03333333,85.9,1.56666667,6.35,9.43428571,8.31272727,NA,9.43428571,9.43428571,20.32,"EX","ME","ME",NA,NA,NA,"SM","ME","MO","NS","MO","MO","ME","ME","SM","SM","ME","NS","SM","SM","SM","SM","MO",2,NA,2,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Lava Malpais","NM","Open Shrublands",312.840498167734,0.0190404067314611,0.00024588146411438,0.0064543537406243,"042XB037NM",NA
113415,"20183551200503B3","2018","BLM_AIM",2018-05-21,"042XB037NM",NA,33.4750467,-106.794085,NA,NA,NA,NA,19.8019802,26.73267327,0,19.8019802,6.93069307,19.8019802,25.74257426,6.93069307,0,NA,NA,0,NA,39.6039604,0,0,8.91089109,44.55445545,NA,0,0,5.43333333,10.46666667,0.53333333,18.33333333,1.9,15.94555556,13.97,15.45166667,15.94555556,15.45166667,13.97,22.86,"MO","SM","MO",NA,NA,NA,"SM","MO","MO","NS","SM","MO","MO","SM","NS","NS","MO","NS","SM","SM","NS","SM","NS",6,6,6,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Lava Malpais","NM","Open Shrublands",33.262949565087,0.00132252429754718,1.70253400195229e-05,0.00044719497415992,"042XB037NM",NA
113416,"20183553202017B1","2018","BLM_AIM",2018-05-03,"070CY112NM",NA,34.0512517,-106.4007117,NA,NA,NA,NA,36.63366337,47.52475248,0,0.99009901,40.59405941,0,40.59405941,40.59405941,0,NA,NA,0,NA,15.84158416,0,0,0,15.84158416,NA,0,0,16.53333333,16.9,3.83333333,50.5,13.23333333,NA,10.39090909,10.39090909,NA,10.39090909,10.39090909,NA,"ME","ME","ME",NA,NA,NA,"SM","ME","ME","SM","SM","EX","MO","SM","ME","SM","ME","SM","SM","SM","SM","MO","SM",3,NA,3,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",59.6261790977704,0.00200485979021658,2.5806438458315e-05,0.00067791535944438,"070CY112NM",NA
113417,"20183553202017B2","2018","BLM_AIM",2018-05-03,"070CY123NM",NA,34.0525467,-106.3966783,NA,NA,NA,NA,39.6039604,41.58415842,0,3.96039604,36.63366337,0,36.63366337,36.63366337,0,NA,NA,0,NA,18.81188119,0,0,0,18.81188119,NA,0,0,17.53333333,17.83333333,4.73333333,63.7,23.6,5.08,13.66761905,12.92086957,NA,13.66761905,13.66761905,NA,"ME","ME","MO",NA,NA,NA,"SM","MO","ME","SM","MO","EX","MO","MO","ME","SM","MO","MO","MO","MO","MO","ME","SM",1.55555556,1.5,1.57142857,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Open Shrublands",15.7359667945585,0.000189594689183,2.43832580936752e-06,6.4106805635255e-05,"070CY123NM",NA
113420,"20183525201712B1","2018","BLM_AIM",2018-05-01,"042XC003NM",NA,32.3051733,-103.6941833,NA,NA,NA,NA,52.04081633,31.63265306,0,7.14285714,3.06122449,7.14285714,10.20408163,3.06122449,19.3877551,NA,NA,0,NA,15.30612245,0,0,1.02040816,15.30612245,NA,0,0,19.66666667,34.26666667,0.36666667,60.03333333,5.73333333,12.7,27.432,24.03230769,12.7,24.03230769,27.432,62.08888889,"MO","SM","SM",NA,NA,NA,"NS","MO","MO","NS","NS","SM","SM","SM","MO","NS","SM","NS","SM","SM","NS","NS","SM",1.44444444,2,1.16666667,2023-10-31,"Southern Desertic Basins, Plains, and Mountains",42,"NORTH AMERICAN DESERTS","WARM DESERTS","Chihuahuan Deserts","Chihuahuan Desert Grasslands","NM","Grasslands",20.3425954738169,0.00033441581625062,9.999299156843e-05,0.00023429012912236,"042XC003NM",NA
