"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","DateModified","DateFound","PlotFirstFound","PotentialGenus","PotenialSpecies","PotentialSubspecies","Comments","PhotosTaken","PhotoNumbers","SpecimenCollected","IdentifiedTo","FinalCode","ChangedInDIMA","petalsNumber","petalsColor","petalsSize","sepalsNumber","sepalsColor","sepalsSize","stamensNumber","stamensColor","stamensSize","glumesPresent","ligulesPresent","Noxious","SG_Group","DBKey","DateLoadedInDb","created_user","created_date","last_edited_user","last_edited_date","GlobalID","GrowthHabit","GrowthHabitSub"
"SU1744","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{6A33186E-6B9C-48D7-A8A0-B1A0D05EC935}",NA,NA
"SU1745","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{C0B282E6-E69B-48D2-AD71-45671768852A}",NA,NA
"SU1746","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{404F6351-1C3A-4B61-9D9B-FB68D4E6920C}",NA,NA
"SU1747","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{CA64CD30-579C-4716-A1F4-D682EAD323F7}",NA,NA
"SU1748","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{FF926067-CF7F-47AA-A9E3-C9547870904B}",NA,NA
"SU1749","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{2D401884-7565-4CB5-9CFD-E5DEC82EE4E4}",NA,NA
"SU1750","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{091A9097-1462-4240-A4E9-3B7527B23DFE}",NA,NA
"SU1751","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{CC1B9B83-9656-441C-83D1-9E0440E69B5A}",NA,NA
"SU1752","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{4AA69470-DF31-4137-9FCA-235CF571103E}",NA,NA
"SU1753","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{0BC30487-0DFB-4CE4-8EBE-1634C003485A}",NA,NA
"SU1754","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{D684ABF7-C5FE-4CC0-928C-892B7FF4976B}",NA,NA
"SU1755","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{EA1AC994-9D05-4204-9E1E-37257902ED7F}",NA,NA
"SU1756","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{225D2B04-1898-4863-B5B0-F2E89554EFD1}",NA,NA
"SU1757","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{D4765EE1-0E09-4787-9B8B-74911AA777AF}",NA,NA
"SU1758","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{097B4B1D-7AE2-461F-8464-1F4313948D23}",NA,NA
"SU1759","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{CFF03858-1730-48A6-8F15-05FDB6428422}",NA,NA
"SU1760","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{FF7DC6B8-00B0-451F-B943-1AD8F8310BA7}",NA,NA
"SU1761","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{AFAA1F41-E1B8-4A12-9320-5B9B71F8E9C3}",NA,NA
"SU1762","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{8C98E7EB-CB44-45BE-B349-66FDEE667F1A}",NA,NA
"SU1763","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{114DAFF3-D332-42A4-B062-AD080C39363A}",NA,NA
"SU1764","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{2A4EA60E-3D61-4AD4-9B0A-A4A7961A682C}",NA,NA
"SU1765","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{C41EE8E4-22DE-4192-A46C-ACEC7C44E717}",NA,NA
"SU1766","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{6F19C51F-9288-4A09-A3E8-678061F2159E}",NA,NA
"SU1767","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{E3E52E8A-93D3-41CB-A0E8-86841C72CADB}",NA,NA
"SU1768","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{0DFEAFA5-524C-4572-83DA-1AEAB69449C6}",NA,NA
"SU1769","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{954FFD64-414F-4535-849A-9363F2F47515}",NA,NA
"SU1770","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{34D708F1-2617-4771-BBB2-28A8E40A9C53}",NA,NA
"SU1771","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{092D4AAF-382C-4BC7-B13B-BEB62DB6CD93}",NA,NA
"SU1772","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{D746DAA5-00AB-48DF-B549-A9019FB31112}",NA,NA
"SU1773","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{1A79C942-4807-4D09-9444-2EA58DBCE98B}",NA,NA
"SU1774","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A9EE3A68-B9B8-4146-B254-C527E0AD5CCE}",NA,NA
"SU1775","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{0054F0B6-E8FA-4E98-BE12-A3C9C7773DC9}",NA,NA
"SU1776","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{279D1C5A-6CB7-4436-8D74-07A6CD696A90}",NA,NA
"SU1777","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{936AB604-B787-4447-980B-8B6DA0B105E7}",NA,NA
"SU1778","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F0C48257-287D-4B0A-8527-DC8B61F04462}",NA,NA
"SU1779","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B9CAB624-D889-49BC-81B3-7F2F621C91EB}",NA,NA
"SU1780","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{96D76962-050C-4C84-B429-3B848571DE2B}",NA,NA
"SU1781","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{03E1F831-9320-486B-9F81-896B895852AE}",NA,NA
"SU1782","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{49111546-92C5-4C25-9E03-B2D2174EE2F6}",NA,NA
"SU1783","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{9C82469E-ABDC-44B4-BF2D-87AAC8AEA35D}",NA,NA
"SU1784","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{98F1FA48-9CC7-42AC-A857-753B9DDDECC2}",NA,NA
"SU1785","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{A1E4BBCF-3658-4C28-A1FC-6DCC79A8585B}",NA,NA
"SU1786","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{5D9EAB46-57E6-41CD-9B7F-F168D2D6772B}",NA,NA
"SU1787","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{3C6D88D8-5119-49F4-95A8-8532C95367BD}",NA,NA
"SU1788","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{324E8341-E89E-4D9B-9455-A94C420EC71B}",NA,NA
"SU1789","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{25F84132-EE5E-4E81-BBE1-7626B2FF7B82}",NA,NA
"SU1790","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{9552FB98-DDCA-4807-B950-C8779EE124D0}",NA,NA
"SU1791","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{BF4E0667-5DF3-4090-9FA2-1A09E5C49757}",NA,NA
"SU1792","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{342E1784-4B6A-4802-A113-0F249F91D05D}",NA,NA
"SU1793","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{B0108878-20B9-4EB9-A776-AB96B2857B4F}",NA,NA
"SU1794","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{EF4442FF-D8C5-41F2-A8EB-8E03C9D7659C}",NA,NA
"SU1795","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{59D8070A-93A6-4CCD-A6EF-4EB5E530F31F}",NA,NA
"SU1796","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F3DEF7D1-BD46-4E0D-AEE1-FB6636D255DD}",NA,NA
"SU1797","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{F87DB054-F127-4C17-83A6-1A285505785D}",NA,NA
"SU1798","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{8FDF69BD-A7F3-4723-98B7-276212EA13A3}",NA,NA
"SU1799","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{E8AAB344-8966-48EA-AB50-04448AB5CDC5}",NA,NA
"SU1800","Succulent","Succulent",NA,99,NA,"4","Perennial",1,1999-12-31 17:01:00,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","2019-09-01","DBROWNING",2020-05-06 11:51:00,"DBROWNING",2020-05-06 11:51:00,"{26626B7B-00EC-4DE6-AE6E-5423E10BC2B6}",NA,NA
