"SpeciesCode","ScientificName","Family","GrowthHabit","GrowthHabitSub","Duration","Noxious","SG_Group","SynonymOf","created_user","created_date","last_edited_user","last_edited_date","GlobalID","CommonName","DateLoadedInDb","SpeciesState","Notes","UpdatedSpeciesCode","AllCalcs"
"POOL","Portulaca oleracea L.","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A9FA03BC-6FF3-434D-ABFD-860AAFAE2D22}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLG","Portulaca oleracea subsp. granulatostellulata","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7E9B77F3-060E-447F-A997-25030560C229}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLI","Portulaca oleracea subsp. impolita","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A4940E64-0078-42AA-852E-C54C88E521FC}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLN","Portulaca oleracea subsp. nicaraguensis","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{67D8178A-ED4B-4798-86D5-0F9563262AC6}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLN2","Portulaca oleracea subsp. nitida","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2941062E-7E6E-4984-8D3F-F3554660FC4B}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLP","Portulaca oleracea subsp. papillatostellulata","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A5251564-EEB2-4741-AC12-D19EC27F91F7}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLS","Portulaca oleracea subsp. stellata","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3C804142-C4F3-483D-B1ED-60FD1CCAA7A9}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLO","Portulaca oleracea var. oleracea","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{36564130-56E5-4182-837B-BB6E7CEC678C}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POOLP2","Portulaca oleracea var. parvifolia","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{001710A8-48B0-4C13-898A-3F538439AA07}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POPI3","Portulaca pilosa L. ","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{027F318E-E2A1-4400-B42E-FC77A0E3D0C8}","kiss me quick","2018-09-01","UT",NA,NA,NA
"PORE4","Portulaca retusa","Portulacaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{89C0C544-A2F3-4D5C-9125-A2DDB36515B9}","little hogweed","2018-09-01","UT",NA,"POHA5",NA
"POSU3","Portulaca suffrutescens","Portulacaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3448BC6A-FEC8-46DA-8180-6F74698CC4B8}","shrubby purslane","2018-09-01","UT",NA,NA,NA
"POAM6","Potentilla ambigens Greene","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9EBAAC20-16D6-4BEC-869C-C78D1489BB06}","silkyleaf cinquefoil","2018-09-01","UT",NA,"PHOPI",NA
"POAN7","Potentilla anglica Laicharding ","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0F65FCD4-91DA-4589-BF32-A439BF3C21A4}","English cinquefoil","2018-09-01","UT",NA,NA,NA
"POAN5","Potentilla anserina L.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0D955D38-9169-451E-A995-BB5A2012DF29}","silverweed cinquefoil","2018-09-01","UT",NA,"ARAN7",NA
"POAR8","Potentilla argentea L.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5CF50F9D-D277-48EA-92C6-868ACC99BDD0}","silver cinquefoil","2018-09-01","UT",NA,"POAN7",NA
"POARC","Potentilla arguta Pursh ssp. convallaria (Rydb.) D.D. Keck ","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{48A4F39A-E36F-40E0-94B0-AEBCD1543F30}","cream cinquefoil","2018-09-01","UT",NA,NA,NA
"POBI10","Potentilla bipinnatifida Douglas ex Hook.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8FF4A845-B932-4891-8D10-749D33E48167}","tansy cinquefoil","2018-09-01","UT",NA,"POARC",NA
"POCO13","Potentilla concinna","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6CC0F70C-DFE6-4320-96FB-790C8582057F}","elegant cinquefoil","2018-09-01","UT",NA,NA,NA
"PODI2","Potentilla diversifolia Lehm.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{213C8E3F-86DB-4997-B06B-FD6C1F4CADDD}","varileaf cinquefoil","2018-09-01","UT",NA,NA,NA
"PODID","Potentilla diversifolia Lehm. var. diversifolia ","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6703513B-4145-4F71-98C9-37A57BAEEDC9}","varileaf cinquefoil","2018-09-01","UT",NA,NA,NA
"POFI3","Potentilla fissa Nutt.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{37AF2598-145B-45F7-9FEF-84D212D9C399}","bigflower cinquefoil","2018-09-01","UT",NA,NA,NA
"POFR4","Potentilla fruticosa L.","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E169D7BA-75B4-46A6-95C6-4D8B9DD239DE}","shrubby cinquefoil","2018-09-01","UT",NA,"DAFR6",NA
"POGLG3","Potentilla glandulosa Lindl. ssp. glabrata (Rydb.) D.D. Keck ","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B9BDE1EA-2E6E-4889-B116-CF6786D6D9C1}","sticky cinquefoil","2018-09-01","UT",NA,NA,NA
"POGL18","Potentilla glaucophylla Lehm.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7F5ADFCC-DFCF-4C21-B122-05C0504FD4FD}","varileaf cinquefoil","2018-09-01","UT",NA,"PODID",NA
"POGR9","Potentilla gracilis Douglas ex Hook.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E9F875B8-C7B2-4E73-9B2A-D698887DFD8F}","slender cinquefoil","2018-09-01","UT",NA,NA,NA
"POGRB2","Potentilla gracilis Douglas ex Hook. var. blasckeana (Turcz. ex Lehm.) Jeps.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B76B3C6A-F4B3-40B4-B507-4C5104CCA7A6}","slender cinquefoil","2018-09-01","UT",NA,"POGLG3",NA
"POGRB","Potentilla gracilis Douglas ex Hook. var. brunnescens (Rydb.) C.L. Hitchc.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C8C159BD-4919-4DA7-AD78-9F326B5DCF78}","slender cinquefoil","2018-09-01","UT",NA,"POGLG3",NA
"POHI6","Potentilla hippiana","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A7ED9400-FA35-4E59-A359-D508591EF7F7}","woolly cinquefoil","2018-09-01","UT",NA,NA,NA
"POHIE","Potentilla hippiana Lehm. ssp. effusa (Douglas ex Lehm.) Dorn","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7DE8D76B-D98D-405C-94CC-A532569C7957}","woolly cinquefoil","2018-09-01","UT",NA,NA,NA
"POHIH","Potentilla hippiana Lehm. var. hippiana","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0ECAFBD8-8CD7-44B6-BA7E-D37B34F62A03}","woolly cinquefoil","2018-09-01","UT",NA,"POGLG3",NA
"POGRE","Potentilla gracilis Douglas ex Hook. var. elmeri (Rydb.) Jeps.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8B020A24-9CAF-40AB-B1CD-92E6B7BD4D55}","slender cinquefoil","2018-09-01","UT",NA,"POPE23",NA
"POGRF2","Potentilla gracilis Douglas ex Hook. var. fastigiata (Nutt.) S. Watson","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1B75A015-51C6-4EDC-8A7E-DA78A9FD462C}","slender cinquefoil","2018-09-01","UT",NA,"POGLG3",NA
"POGRF","Potentilla gracilis Douglas ex Hook. var. flabelliformis (Lehm.) Nutt. ex Torr. & A. Gray","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E04D1670-FB69-4202-80CE-7BFC72E63D99}","slender cinquefoil","2018-09-01","UT",NA,"POGLG3",NA
"POGRG","Potentilla gracilis Douglas ex Hook. var. glabrata (Lehm.) C.L. Hitchc.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C21524C6-3EE8-4544-948E-9D2FA0559D80}","slender cinquefoil","2018-09-01","UT",NA,"POGLG3",NA
"POHID","Potentilla hippiana Lehm. var. hippiana ","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DEBD6E2A-6279-4A14-B3FC-8B86396621F2}","woolly cinquefoil","2018-09-01","UT",NA,NA,NA
"POHO2","Potentilla hookeriana Lehm.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A18C2E1F-4182-43B1-A7E1-F336B9058EC1}","Hooker's cinquefoil","2018-09-01","UT",NA,"POHID",NA
"PONI2","Potentilla nivea L.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E43B33E0-A129-4217-A6AA-817825D3189B}","snow cinquefoil","2018-09-01","UT",NA,NA,NA
"POPE23","Potentilla pectinisecta Rydb.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{66CCE717-D508-4F66-9A37-955447578E04}","combleaf cinquefoil","2018-09-01","UT",NA,NA,NA
"POPE8","Potentilla pensylvanica L.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A3AE25FF-E5E4-4FBD-8DAD-9791E3CB2EAE}","Pennsylvania cinquefoil","2018-09-01","UT",NA,"POPE23",NA
"POPEP5","Potentilla pensylvanica L. var. pensylvanica ","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AEC5D8C0-29C1-443D-A760-A97C7C7C4DAA}","Pennsylvania cinquefoil","2018-09-01","UT",NA,NA,NA
"POPU9","Potentilla pulcherrima Lehm.","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4E375A87-F434-4C9F-98A9-D57F4C4B7AC4}","beautiful cinquefoil","2018-09-01","UT",NA,"POPEP5",NA
"POSI7","Potentilla sibbaldii Haller f.","Rosaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DF65E099-1CC0-46F8-8D95-A57EBFA8A10C}","creeping sibbaldia","2018-09-01","UT",NA,"SIPR",NA
"POTEN","Potentilla species","Rosaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FF917567-8386-4EBF-8FC7-C9305386E790}","cinquefoil, five-finger","2018-09-01","UT",NA,NA,NA
"PREX","Prenanthella exigua (A. Gray) Rydb.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C1734DC2-4EAE-4759-BA3C-96AD23C95FE7}","brightwhite","2018-09-01","UT",NA,NA,NA
"PRAL4","Proboscidea althaeifolia","Pedaliaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{195EEA0F-D7AD-4F83-A3CC-92AEDD79BC86}","desert unicorn-plant","2018-09-01","UT",NA,NA,NA
"PRAR","Proboscidea arenaria","Martyniaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3F987613-A285-4B1E-AC2D-5185C259B303}","desert unicorn-plant","2018-09-01","UT",NA,"PRAL4",NA
"PRLOL","Proboscidea louisianica (Mill.) Thell. ssp. louisianica ","Pedaliaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B97387FD-BAD5-4C64-A53D-927146B34658}","ram's horn","2018-09-01","UT",NA,NA,NA
"PRPA2","Proboscidea parviflora","Pedaliaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B1AC5506-8DF4-4700-9425-852132B680C7}","doubleclaw","2018-09-01","UT",NA,NA,NA
"PRTR4","Prosartes trachycarpa S. Watson","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{58A55E0E-1803-451E-ABEB-D5978B071592}","roughfruit fairybells","2018-09-01","UT",NA,NA,NA
"PRVU","Prunella vulgaris L.","Lamiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A13546BE-9071-4381-8861-56D36C4247B8}","common selfheal","2018-09-01","UT",NA,"POIN3",NA
"PRAM","Prunus americana Marshall","Rosaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0E3D3064-0C93-482E-90DE-7C420C456BF8}","American plum","2018-09-01","UT",NA,NA,NA
"PRFA","Prunus fasciculata (Torr.) A. Gray","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5DDA630D-4938-46D6-B44B-0D509FBBD58B}","desert almond","2018-09-01","UT",NA,NA,NA
"PRRI","Prunus rivularis Scheele ","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AB73CBF1-36E2-40EE-9C63-4CA8BB1ACF10}","creek plum","2018-09-01","UT",NA,NA,NA
"PRVI","Prunus virginiana L.","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DACEA4B8-FF98-41F7-90ED-0BFEFB70DF49}","chokecherry","2018-09-01","UT",NA,NA,NA
"PRVIM","Prunus virginiana L. var. melanocarpa (A. Nelson) Sarg.","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{870CBA35-7ADE-4517-9488-890D25600F81}","black chokecherry","2018-09-01","UT",NA,"PRRI",NA
"PSJU3","Psathyrostachys juncea","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FB8BBCF6-1D5D-4184-9B3F-4DC53C8C6F2F}","Russian wildrye","2018-09-01","UT",NA,NA,NA
"PSMO","Pseudocymopterus montanus","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1F651798-DABE-49CA-A141-AEB5C4743FE9}","mountain-parsely, alpine false springparsley","2018-09-01","UT",NA,NA,NA
"PSAR6","Pseudoroegneria arizonica","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6860992B-22FF-4CAC-B6E1-E1ACF7956694}","Arizona wheatgrass","2018-09-01","UT",NA,"ELAR7",NA
"PSSP6","Pseudoroegneria spicata (Pursh) Á. Löve","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FB1A92C3-6448-4209-B998-00043676B886}","bluebunch wheatgrass","2018-09-01","UT",NA,NA,NA
"PSSPI","Pseudoroegneria spicata (Pursh) . Lve ssp. inermis (Scribn. & J.G. Sm.) . Lve","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3D67535A-C45D-4C47-808F-8E6D86146199}","beardless wheatgrass","2018-09-01","UT",NA,"AGIN5",NA
"AGIN5","Pseudoroegneria spicata (Pursh) Á. Löve ssp. inermis (Scribn. & J.G. Sm.) Á. Löve","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D59407EC-3050-4BAC-851A-0FACA9E4757E}","beardless wheatgrass","2018-09-01","UT",NA,NA,NA
"PSSPS","Pseudoroegneria spicata (Pursh) Á. Löve ssp. spicata ","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A8D0CA88-F586-4161-8047-ACBA7C32E6B3}","bluebunch wheatgrass","2018-09-01","UT",NA,NA,NA
"PSJA2","Pseudostellaria jamesiana (Torr.) W.A. Weber & R.L. Hartm.","Caryophyllaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9B88141D-D872-46A3-828A-D9A5C670B850}","tuber starwort","2018-09-01","UT",NA,NA,NA
"PSEUD7","Pseudotsuga Carri¨re","Pinaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EBA9DF32-E213-46DA-BE48-BBACBFE56211}","Douglas-fir","2018-09-01","UT",NA,NA,NA
"PSME","Pseudotsuga menziesii (Mirb.) Franco","Pinaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DEF0D522-CBA0-4298-BC1E-E196E9027C59}","Douglas Fir","2018-09-01","UT",NA,NA,NA
"PSMEG","Pseudotsuga menziesii (Mirb.) Franco var. glauca (Beissn.) Franco","Pinaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3A398A5D-601F-4030-959E-FCFA99E6C4AB}","Rocky Mountain Douglas-fir","2018-09-01","UT",NA,"PIST3",NA
"PSILO3","Psilostrophe DC.","Asteraceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9B0DBA13-6C88-425D-A0AB-EF0B1E59A67B}","paperflower","2018-09-01","UT",NA,NA,NA
"PSSP","Psilostrophe sparsiflora (A. Gray) A. Nelson","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{53924C15-12B1-4996-ACAC-4F8958F7BC8C}","greenstem paperflower","2018-09-01","UT",NA,NA,NA
"PSTE3","Psoralea tenuiflora Pursh","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CC408221-8060-4B88-9614-3D794F53EFE9}","slimflower scurfpea","2018-09-01","UT",NA,"PSTE5",NA
"PSJU2","Psoralidium junceum (Eastw.) Rydb.","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{17B713AF-81A2-4D23-A3FE-5F02293953C7}","rush lemonweed","2018-09-01","UT",NA,NA,NA
"PSLA3","Psoralidium lanceolatum (Pursh) Rydb. ","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{01785845-5B30-43BA-9341-45BE9E16CC30}","lemon scurfpea","2018-09-01","UT",NA,NA,NA
"PSORA2","Psoralidium Rydb.","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B9067B79-5644-463F-996F-337870C84C93}","scurfpea","2018-09-01","UT",NA,NA,NA
"PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8D035064-9F94-41AC-AD99-59C53E1ADC1D}","slimflower scurfpea","2018-09-01","UT",NA,NA,NA
"PSAR4","Psorothamnus arborescens (torr. Ex A Gray) Barneby","Fabaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A7F890AC-5F27-4DEC-9CB5-C7DA8301D0B8}","Mojave indigobush","2018-09-01","UT",NA,NA,NA
"PSFR","Psorothamnus fremontii (Torr. ex A. Gray) Barneby","Fabaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6A881927-5AC7-4EAC-977B-29AD554E32C2}","Fremont's dalea","2018-09-01","UT",NA,NA,NA
"PSSC6","Psorothamnus scoparius","Fabaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A023D97B-4AA4-43A5-93AB-EAD8386BC690}","broom dalea","2018-09-01","UT",NA,NA,NA
"PSTH","Psorothamnus thompsoniae (Vail) S.L. Welsh & N.D. Atwood","Fabaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5CADCB31-6FFB-4FE4-A96F-DCDCE11176CE}","Thompson's dalea","2018-09-01","UT",NA,NA,NA
"PTTR","Ptelea trifoliata L.","Rutaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B356E193-7796-41C0-AAB2-7DCE0CB55D34}","common hoptree","2018-09-01","UT",NA,NA,NA
